date,price,bedrooms,bathrooms,sqft_living,floors,sqft_above,sqft_basement,street,city,statezip,price_per_sqft
2014-05-15,744000.0,4.0,3.0,1980,2.5,1980,0,4103 SW Kenyon St,Seattle,WA 98136,375.75757575757575
2014-05-15,312500.0,2.0,1.0,880,1.0,880,0,7558 19th Ave SW,Seattle,WA 98106,355.1136363636364
2014-05-15,240000.0,3.0,2.0,1400,1.0,700,700,1610 N 185th St,Shoreline,WA 98133,171.42857142857142
2014-05-15,495000.0,4.0,2.0,2050,1.5,1210,840,2609 21st Ave S,Seattle,WA 98144,241.46341463414635
2014-05-15,580050.0,3.0,2.5,2360,2.0,2360,0,601 NE 76th St,Seattle,WA 98115,245.78389830508473
2014-05-15,640000.0,4.0,2.0,2560,1.0,1890,670,8600-8698 30th Ave NE,Seattle,WA 98115,250.0
2014-05-15,417000.0,3.0,1.5,1340,1.0,1340,0,3825 138th Ave SE,Bellevue,WA 98006,311.1940298507463
2014-05-15,174950.0,3.0,1.0,1060,1.0,1060,0,26635 Timberlane Dr SE,Covington,WA 98042,165.04716981132074
2014-05-15,295000.0,3.0,1.5,850,1.0,850,0,4020 21st Ave SW,Seattle,WA 98106,347.05882352941177
2014-05-15,423000.0,4.0,1.75,1880,1.0,1010,870,10320 NE 125th Pl,Kirkland,WA 98034,225.0
2014-05-15,839000.0,3.0,1.0,1230,1.0,1230,0,10904 SE 1st St,Bellevue,WA 98004,682.1138211382114
2014-05-15,343000.0,4.0,1.75,2290,1.0,1340,950,2816 SW 110th Pl,Seattle,WA 98146,149.7816593886463
2014-05-15,467000.0,3.0,1.0,1660,1.0,1000,660,12033 Dayton Ave N,Seattle,WA 98133,281.32530120481925
2014-05-15,512500.0,3.0,2.5,1840,2.0,1840,0,4530 48th Ave SW,Seattle,WA 98116,278.5326086956522
2014-05-15,575000.0,4.0,2.5,3020,1.0,1600,1420,4527-4553 NE 201st Pl,Lake Forest Park,WA 98155,190.39735099337747
2014-05-15,465000.0,3.0,1.75,1410,1.0,1410,0,12215 Dayton Ave N,Seattle,WA 98133,329.78723404255317
2014-05-15,270000.0,3.0,1.0,1010,1.0,1010,0,17620 SE 121st Pl,Renton,WA 98059,267.3267326732673
2014-05-15,340000.0,3.0,1.75,1960,1.0,980,980,2419 SW Barton St,Seattle,WA 98106,173.46938775510205
2014-05-15,765000.0,5.0,3.75,3580,2.0,3190,390,170 Mt Quay Dr NW,Issaquah,WA 98027,213.68715083798884
2014-05-15,497000.0,4.0,2.5,2240,2.0,2240,0,4417 47th Ave S,Seattle,WA 98118,221.875
2014-05-15,803100.0,4.0,2.5,3310,2.0,3310,0,19107 NE 64th Way,Redmond,WA 98052,242.62839879154077
2014-05-15,344000.0,3.0,2.5,1232,3.0,1232,0,12331 A 10th Pl NE,Seattle,WA 98125,279.2207792207792
2014-05-15,828950.0,4.0,3.5,3930,2.0,2820,1110,19601-19853 Newport Way NW,Issaquah,WA 98027,210.92875318066157
2014-05-15,386380.0,3.0,2.5,1720,2.0,1720,0,9881 244th Pl NE,Redmond,WA 98053,224.63953488372093
2014-05-15,312000.0,3.0,2.25,1490,2.0,1220,270,5021 Delridge Way SW,Seattle,WA 98106,209.39597315436242
2014-05-15,720000.0,3.0,2.5,3150,2.0,3150,0,31215 SE 40th St,Fall City,WA 98024,228.57142857142858
2014-05-15,914500.0,4.0,2.5,3950,3.0,3950,0,25707 SE 30th St,Sammamish,WA 98075,231.51898734177215
2014-05-15,819995.0,5.0,2.75,3030,2.0,3030,0,8024 117th Pl SE,Newcastle,WA 98056,270.62541254125415
2014-05-16,252700.0,2.0,1.5,1070,1.0,1070,0,13105 SE 277th Pl,Kent,WA 98030,236.16822429906543
2014-05-16,437500.0,3.0,2.5,2320,2.0,2320,0,12711 470th Ave SE,North Bend,WA 98045,188.57758620689654
2014-05-16,350000.0,1.0,1.0,700,1.0,700,0,6849 26th Ave NE,Seattle,WA 98115,500.0
2014-05-16,619000.0,3.0,2.5,2720,2.0,2720,0,6516 Denny Peak Dr SE,Snoqualmie,WA 98065,227.5735294117647
2014-05-16,408200.0,3.0,2.5,1800,2.0,1800,0,8124 24th Ave SW,Seattle,WA 98106,226.77777777777777
2014-05-16,451000.0,3.0,1.75,1560,1.5,1000,560,4042 34th Ave SW,Seattle,WA 98126,289.1025641025641
2014-05-16,317000.0,3.0,2.0,1760,1.0,1060,700,16703 133rd Pl SE,Renton,WA 98058,180.11363636363637
2014-05-16,799000.0,4.0,3.25,3120,2.0,2370,750,2561 NE 85th St,Seattle,WA 98115,256.0897435897436
2014-05-16,720000.0,2.0,1.0,2020,1.0,1700,320,10835 41st Ave SW,Seattle,WA 98146,356.43564356435644
2014-05-16,490000.0,3.0,2.0,1450,1.5,1450,0,1746 NW 60th St,Seattle,WA 98107,337.9310344827586
2014-05-16,239900.0,4.0,2.25,1860,1.0,1120,740,401 SW 322nd St,Federal Way,WA 98023,128.9784946236559
2014-05-16,446000.0,4.0,2.25,2270,1.0,1290,980,11123 NE 141st Pl,Kirkland,WA 98034,196.47577092511014
2014-05-16,275000.0,3.0,2.5,1480,2.0,1480,0,44402 SE 142nd Pl,North Bend,WA 98045,185.8108108108108
2014-05-16,239950.0,5.0,1.0,1460,2.0,1460,0,13012 41st Ave S,Tukwila,WA 98168,164.34931506849315
2014-05-16,248000.0,4.0,3.5,1850,2.0,1130,720,1501-1515 SW 327th St,Federal Way,WA 98023,134.05405405405406
2014-05-16,619500.0,3.0,2.5,2170,2.0,2170,0,1778 26th Ave NE,Issaquah,WA 98029,285.48387096774195
2014-05-16,363750.0,3.0,1.75,1726,2.0,1726,0,28507 Vashon Hwy SW,Vashon,WA 98070,210.74739281575899
2014-05-16,385000.0,3.0,1.75,1180,1.0,940,240,23013 NE 28th St,Sammamish,WA 98074,326.271186440678
2014-05-16,370000.0,4.0,1.5,1370,1.0,900,470,12054 NE 137th Ct,Kirkland,WA 98034,270.0729927007299
2014-05-16,425000.0,3.0,2.5,2670,1.0,2670,0,26010 141st Ave SE,Kent,WA 98042,159.1760299625468
2014-05-16,342000.0,3.0,1.0,1260,1.0,720,540,14040 24th Ave NE,Seattle,WA 98125,271.42857142857144
2014-05-16,345000.0,4.0,1.0,1980,1.5,1980,0,12652 SE 160th St,Renton,WA 98058,174.24242424242425
2014-05-16,724800.0,3.0,2.0,2050,1.0,1180,870,2610 E Montlake Pl E,Seattle,WA 98112,353.5609756097561
2014-05-16,725000.0,5.0,2.75,2830,2.0,2830,0,11931 179th Pl NE,Redmond,WA 98052,256.18374558303884
2014-05-16,605000.0,2.0,1.0,910,1.0,910,0,1617-1621 3rd Ave W,Seattle,WA 98119,664.8351648351648
2014-05-16,350000.0,4.0,2.5,2440,2.0,2440,0,24246 229th Ave SE,Maple Valley,WA 98038,143.44262295081967
2014-05-16,785000.0,3.0,2.0,2180,1.0,1100,1080,4111 Woodland Park Ave N,Seattle,WA 98103,360.091743119266
2014-05-16,250000.0,3.0,2.0,1900,1.0,950,950,27022 216th Ave SE,Maple Valley,WA 98038,131.57894736842104
2014-05-16,565000.0,3.0,2.25,1520,3.0,1520,0,1512 NW 62nd St,Seattle,WA 98107,371.7105263157895
2014-05-16,875000.0,3.0,2.0,2220,1.0,1220,1000,2559 24th Ave W,Seattle,WA 98199,394.14414414414415
2014-05-16,862500.0,4.0,2.75,3280,2.0,3280,0,12040 201st Pl NE,Woodinville,WA 98077,262.9573170731707
2014-05-16,400000.0,3.0,2.5,2740,2.0,2740,0,27200-27218 52nd Ave S,Kent,WA 98032,145.98540145985402
2014-05-16,282613.0,2.0,1.0,830,1.0,830,0,16221 Bagley Pl N,Shoreline,WA 98133,340.49759036144576
2014-05-16,174500.0,2.0,1.0,1010,1.0,1010,0,20721 9th Ave S,Des Moines,WA 98198,172.77227722772278
2014-05-16,306500.0,3.0,2.25,2060,1.0,1560,500,36415 12th Pl S,Federal Way,WA 98003,148.7864077669903
2014-05-16,445000.0,3.0,2.25,1990,2.0,1990,0,17849 149th Ave NE,Woodinville,WA 98072,223.6180904522613
2014-05-16,433000.0,4.0,2.5,2280,2.0,2280,0,2207 Kennewick Pl NE,Renton,WA 98056,189.91228070175438
2014-05-16,306000.0,3.0,2.5,1870,2.0,1870,0,22610 133rd Pl SE,Kent,WA 98042,163.63636363636363
2014-05-16,620000.0,3.0,2.25,1720,1.5,1450,270,5255 39th Ave NE,Seattle,WA 98105,360.4651162790698
2014-05-16,245000.0,2.0,1.0,870,1.0,870,0,8627 9th Ave SW,Seattle,WA 98106,281.60919540229884
2014-05-16,238000.0,3.0,2.0,1020,2.0,720,300,3419 SW Morgan St,Seattle,WA 98126,233.33333333333334
2014-05-16,523000.0,3.0,1.5,1260,1.5,1260,0,3200 44th Ave SW,Seattle,WA 98116,415.07936507936506
2014-05-16,522500.0,3.0,2.5,2370,2.0,2370,0,6504 E Crest View Loop SE,Snoqualmie,WA 98065,220.46413502109704
2014-05-16,180000.0,3.0,1.0,1000,1.0,1000,0,1001 SW 102nd St,Seattle,WA 98146,180.0
2014-05-16,375000.0,3.0,1.5,1100,2.0,940,160,2001 S Norman St,Seattle,WA 98144,340.90909090909093
2014-05-16,249000.0,3.0,2.25,1440,1.0,940,500,22119 123rd Ave SE,Kent,WA 98031,172.91666666666666
2014-05-16,730100.0,4.0,2.5,3120,2.0,3120,0,120 Mt Si Pl NW,Issaquah,WA 98027,234.00641025641025
2014-05-16,551000.0,2.0,2.0,2260,1.0,2260,0,9930 NE 197th St,Bothell,WA 98011,243.8053097345133
2014-05-16,375000.0,4.0,2.5,2790,2.0,2790,0,26004 18th Ave S,Des Moines,WA 98198,134.40860215053763
2014-05-16,540000.0,1.0,1.0,1140,1.5,1140,0,9055 Palatine Ave N,Seattle,WA 98103,473.6842105263158
2014-05-16,605000.0,3.0,2.25,1290,2.0,1290,0,411 27th Ave E,Seattle,WA 98112,468.9922480620155
2014-05-16,205000.0,5.0,1.75,1730,1.0,1050,680,26607 190th Ave SE,Covington,WA 98042,118.4971098265896
2014-05-16,645000.0,4.0,2.5,3160,2.0,3160,0,2504 225th Pl NE,Sammamish,WA 98074,204.1139240506329
2014-05-16,314000.0,4.0,2.5,2340,2.0,2340,0,24925 234th Pl SE,Maple Valley,WA 98038,134.18803418803418
2014-05-16,330000.0,3.0,1.5,1170,1.0,1170,0,15421 SE 4th Pl,Bellevue,WA 98007,282.05128205128204
2014-05-16,490000.0,2.0,1.0,1160,1.0,1160,0,7752 33rd Ave NW,Seattle,WA 98117,422.41379310344826
2014-05-16,445000.0,3.0,3.0,1970,1.0,1970,0,18819 71st Ave NE,Kenmore,WA 98028,225.88832487309645
2014-05-16,377500.0,3.0,2.25,1410,2.0,1290,120,2012 NW Boulder Way Dr,Issaquah,WA 98027,267.7304964539007
2014-05-16,480000.0,4.0,2.5,2430,2.0,2430,0,35019 SE Terrace St,Snoqualmie,WA 98065,197.53086419753086
2014-05-16,804995.0,5.0,1.5,3360,2.0,3360,0,21481 SE 2nd Pl,Sammamish,WA 98074,239.58184523809524
2014-05-16,341000.0,3.0,2.5,1480,2.0,1180,300,6510 34th Ave SW,Seattle,WA 98126,230.40540540540542
2014-05-16,675000.0,5.0,2.5,3200,2.0,3200,0,6227-6299 Whitaker Ln SE,Snoqualmie,WA 98065,210.9375
2014-05-16,611000.0,3.0,2.5,2134,2.5,2134,0,373 NE Eagle Way,Issaquah,WA 98029,286.31677600749765
2014-05-16,379950.0,3.0,3.25,1860,3.0,1860,0,17510 12th Ave NE,Shoreline,WA 98155,204.2741935483871
2014-05-16,500000.0,2.0,2.5,1310,2.0,1160,150,921-927 18th Ave,Seattle,WA 98122,381.6793893129771
2014-05-17,410000.0,3.0,2.0,1700,1.0,890,810,2204 W Emerson St,Seattle,WA 98199,241.1764705882353
2014-05-18,415000.0,3.0,2.5,2480,2.0,2480,0,18303 155th Pl SE,Renton,WA 98058,167.33870967741936
2014-05-18,297000.0,5.0,2.5,1970,2.0,1970,0,419 Wetherbee Ln,Enumclaw,WA 98022,150.76142131979697
2014-05-18,575550.0,4.0,2.5,2060,1.0,1440,620,14117 175th Ave NE,Redmond,WA 98052,279.3932038834951
2014-05-18,534640.0,3.0,2.5,2130,1.0,1210,920,13440 NE 148th St,Woodinville,WA 98072,251.00469483568074
2014-05-18,352500.0,3.0,2.25,1410,1.0,1170,240,7426 N Fork Rd SE,Snoqualmie,WA 98065,250.0
2014-05-18,488000.0,2.0,2.0,1360,1.0,780,580,8023 12th Ave NE,Seattle,WA 98115,358.8235294117647
2014-05-18,732000.0,3.0,2.0,1940,1.0,1940,0,2049 144th Ave SE,Bellevue,WA 98007,377.319587628866
2014-05-19,215000.0,2.0,2.25,1610,2.0,1610,0,2906 Kennewick Pl NE,Renton,WA 98056,133.54037267080744
2014-05-19,592500.0,2.0,2.0,1420,1.5,1420,0,800 NE 95th St,Seattle,WA 98115,417.2535211267606
2014-05-19,290000.0,4.0,2.5,1700,2.0,1700,0,22020 127th Ct SE,Kent,WA 98031,170.58823529411765
2014-05-19,475000.0,2.0,1.0,1490,1.0,860,630,7008 19th Ave NW,Seattle,WA 98117,318.79194630872485
2014-05-19,320000.0,3.0,2.5,2680,2.0,2680,0,833 SW 346th St,Federal Way,WA 98023,119.40298507462687
2014-05-19,290000.0,5.0,1.5,2120,1.5,2120,0,12611 SE 160th St,Renton,WA 98058,136.79245283018867
2014-05-19,487250.0,4.0,2.0,1690,1.5,1550,140,4800-4898 Whitman Ave N,Seattle,WA 98103,288.31360946745565
2014-05-19,339000.0,4.0,2.5,1830,2.0,1830,0,27305 245th Ave SE,Maple Valley,WA 98038,185.24590163934425
2014-05-19,440000.0,2.0,1.5,1010,1.5,1010,0,6411 22nd Ave NW,Seattle,WA 98107,435.64356435643566
2014-05-19,366500.0,4.0,2.75,2070,1.0,1120,950,15511 9th Ave NE,Shoreline,WA 98155,177.05314009661836
2014-05-19,462000.0,3.0,1.5,1710,1.5,1410,300,5151 S Othello St,Seattle,WA 98118,270.17543859649123
2014-05-19,560000.0,4.0,1.0,1660,1.5,1260,400,7353 16th Ave NW,Seattle,WA 98117,337.34939759036143
2014-05-19,285000.0,4.0,1.75,2080,1.0,1040,1040,8024 S 130th St,Seattle,WA 98178,137.01923076923077
2014-05-19,280000.0,3.0,2.5,1270,2.0,1270,0,44633 SE 151st St,North Bend,WA 98045,220.4724409448819
2014-05-19,210000.0,3.0,1.0,1080,1.0,1080,0,5612 18th Ave SW,Seattle,WA 98106,194.44444444444446
2014-05-19,690000.0,3.0,2.0,1610,1.5,1610,0,7341 20th Ave NE,Seattle,WA 98115,428.57142857142856
2014-05-19,256500.0,2.0,1.0,1120,1.0,1120,0,7615 SW 257th St,Vashon,WA 98070,229.01785714285714
2014-05-19,411000.0,4.0,2.75,2500,2.0,2500,0,8309 36th Ave S,Seattle,WA 98118,164.4
2014-05-19,215000.0,3.0,1.0,970,1.0,970,0,11428 SE 225th St,Kent,WA 98031,221.64948453608247
2014-05-19,762000.0,5.0,2.0,3370,1.5,2140,1230,365 Crockett St,Seattle,WA 98109,226.11275964391692
2014-05-19,359950.0,3.0,1.0,1290,1.0,1290,0,29701-29727 138th Ave SE,Auburn,WA 98092,279.031007751938
2014-05-19,480000.0,4.0,3.5,3370,2.0,3370,0,44250 SE Edgewick Rd,North Bend,WA 98045,142.43323442136497
2014-05-19,390000.0,4.0,2.5,2490,2.0,2490,0,30271 129th Ave SE,Auburn,WA 98092,156.6265060240964
2014-05-19,413500.0,2.0,1.0,770,1.0,770,0,615 NW 92nd St,Seattle,WA 98117,537.012987012987
2014-05-19,285000.0,1.0,1.5,810,2.0,810,0,11807 NE 105th Ct,Kirkland,WA 98033,351.85185185185185
2014-05-19,475000.0,4.0,2.5,3060,1.0,1700,1360,15024 Wallingford Ave N,Shoreline,WA 98133,155.22875816993465
2014-05-19,386591.0,3.0,2.5,1690,2.0,1150,540,2500 Mulberry Walk NE,Issaquah,WA 98029,228.75207100591717
2014-05-19,524950.0,3.0,1.75,1890,1.0,1290,600,7360 19th Ave NW,Seattle,WA 98117,277.75132275132273
2014-05-19,241000.0,2.0,2.0,1470,2.0,1470,0,24023 SE 282nd St,Maple Valley,WA 98038,163.94557823129253
2014-05-19,461000.0,2.0,1.0,1060,1.0,1060,0,11053 Greenwood Ave N,Seattle,WA 98133,434.9056603773585
2014-05-19,810000.0,4.0,2.5,3480,2.0,3480,0,17822 NE 154th St,Woodinville,WA 98072,232.75862068965517
2014-05-19,885000.0,4.0,2.75,2730,1.5,1550,1180,6211 Ravenna Ave NE,Seattle,WA 98115,324.1758241758242
2014-05-19,247000.0,3.0,2.25,1580,2.0,1580,0,1714 SW 354th Pl,Federal Way,WA 98023,156.32911392405063
2014-05-19,296500.0,3.0,2.75,2170,1.0,1380,790,26715 Stanford Ct,Kent,WA 98032,136.63594470046084
2014-05-19,141800.0,2.0,1.0,930,1.0,930,0,821 Dayton Ave NE,Renton,WA 98056,152.4731182795699
2014-05-19,333000.0,4.0,2.0,1580,2.0,1580,0,2023 24th Ave S,Seattle,WA 98144,210.7594936708861
2014-05-19,602000.0,5.0,1.75,3290,1.5,3290,0,6305 150th Ave NE,Redmond,WA 98052,182.9787234042553
2014-05-19,565000.0,4.0,2.25,2110,2.0,2110,0,4621 193rd Pl SE,Issaquah,WA 98027,267.77251184834125
2014-05-19,373000.0,3.0,2.5,1670,2.0,1670,0,18581 134th Pl NE,Woodinville,WA 98072,223.35329341317365
2014-05-19,588000.0,3.0,2.25,2030,1.0,1190,840,10510 160th Ave NE,Redmond,WA 98052,289.6551724137931
2014-05-19,485000.0,3.0,1.0,1500,1.5,1370,130,816 NW Market St,Seattle,WA 98107,323.3333333333333
2014-05-19,482500.0,3.0,2.25,1450,2.0,980,470,1820 24th Ave,Seattle,WA 98122,332.7586206896552
2014-05-19,251200.0,4.0,1.5,1310,1.0,1060,250,240 S 198th St,Des Moines,WA 98148,191.75572519083968
2014-05-19,869000.0,5.0,3.25,4180,2.0,2880,1300,18524 SE 60th St,Issaquah,WA 98027,207.89473684210526
2014-05-19,464000.0,3.0,1.75,1630,1.0,1630,0,14926 NE 202nd St,Woodinville,WA 98072,284.66257668711654
2014-05-19,755000.0,4.0,2.5,2660,2.0,2660,0,10805 177th Ct NE,Redmond,WA 98052,283.83458646616543
2014-05-19,280000.0,3.0,2.5,1720,2.0,1720,0,454 A St,Renton,WA 98056,162.7906976744186
2014-05-19,485000.0,2.0,2.25,1260,3.0,1260,0,3646 Dayton Ave N,Seattle,WA 98103,384.92063492063494
2014-05-19,305000.0,3.0,1.75,1610,1.0,1610,0,16215 SE 172nd Ct,Renton,WA 98058,189.44099378881987
2014-05-19,110700.0,2.0,1.0,680,1.0,680,0,14917-14999 27th Pl S,SeaTac,WA 98188,162.7941176470588
2014-05-19,850000.0,4.0,3.5,2640,2.0,2640,0,6728 40th Ave SW,Seattle,WA 98136,321.969696969697
2014-05-19,350000.0,3.0,2.25,1640,2.0,1640,0,1755 140th Ct SE,Bellevue,WA 98007,213.41463414634146
2014-05-19,319950.0,4.0,1.75,2310,1.0,1650,660,16336 131st Ave SE,Renton,WA 98058,138.5064935064935
2014-05-19,700000.0,3.0,1.75,2010,1.0,1230,780,901 18th Ave,Seattle,WA 98122,348.2587064676617
2014-05-19,368000.0,2.0,1.5,1660,1.0,830,830,10010 44th Ave SW,Seattle,WA 98146,221.6867469879518
2014-05-19,433500.0,3.0,2.5,2200,2.0,2200,0,6729 37th Ave S,Seattle,WA 98118,197.04545454545453
2014-05-19,611000.0,4.0,2.5,2460,2.0,2460,0,23911 SE 6th St,Redmond,WA 98074,248.3739837398374
2014-05-19,1000000.0,2.0,1.75,2430,1.0,2430,0,18200-18298 13th Ave NW,Shoreline,WA 98177,411.52263374485597
2014-05-19,307000.0,3.0,1.0,1370,1.0,1370,0,4751 Stephens Ave,Carnation,WA 98014,224.08759124087592
2014-05-19,442500.0,3.0,1.75,1800,1.0,1800,0,17110-17116 146th Ave SE,Renton,WA 98058,245.83333333333334
2014-05-19,485000.0,3.0,1.75,2200,2.0,2200,0,23902 6th Ave S,Des Moines,WA 98198,220.45454545454547
2014-05-19,367000.0,2.0,1.0,700,1.0,700,0,2632 NW North Beach Dr,Seattle,WA 98117,524.2857142857143
2014-05-19,429000.0,3.0,2.5,1920,2.0,1920,0,714 NE 10th St,North Bend,WA 98045,223.4375
2014-05-19,446000.0,5.0,2.75,2190,1.0,1370,820,20402 63rd Ave NE,Kenmore,WA 98028,203.65296803652967
2014-05-19,572500.0,3.0,2.25,2030,1.0,1500,530,13322 SE 77th Ct,Newcastle,WA 98059,282.0197044334975
2014-05-19,477000.0,3.0,2.5,1350,3.0,1350,0,2313 NW 65th St,Seattle,WA 98117,353.3333333333333
2014-05-19,518000.0,3.0,2.5,1680,2.0,1380,300,8354 11th Ave NW,Seattle,WA 98117,308.3333333333333
2014-05-19,462000.0,5.0,1.75,1250,1.0,1250,0,4 151st Pl NE,Bellevue,WA 98007,369.6
2014-05-19,137000.0,3.0,1.0,950,1.0,950,0,9445 8th Ave SW,Seattle,WA 98106,144.21052631578948
2014-05-19,530000.0,3.0,3.5,2320,2.0,2060,260,12418 NE 100th St,Kirkland,WA 98033,228.44827586206895
2014-05-19,818000.0,2.0,2.5,2380,1.0,2380,0,12449 240th Pl NE,Redmond,WA 98053,343.69747899159665
2014-05-19,640000.0,2.0,2.25,1540,3.0,1540,0,1806 11th Ave,Seattle,WA 98122,415.5844155844156
2014-05-19,298450.0,5.0,3.0,2100,1.0,1200,900,29801-29829 23rd Avenue South,Federal Way,WA 98003,142.11904761904762
2014-05-19,575000.0,4.0,2.5,2500,2.0,2500,0,34115 SE Ash St,Snoqualmie,WA 98065,230.0
2014-05-20,730000.0,4.0,2.5,3230,2.0,3230,0,2913 278th Ave SE,Sammamish,WA 98075,226.0061919504644
2014-05-20,551000.0,3.0,2.5,2830,2.0,2830,0,7928 NE 182nd Pl,Kenmore,WA 98028,194.69964664310953
2014-05-20,271310.0,2.0,1.0,870,1.5,870,0,2019 24th Ave S,Seattle,WA 98144,311.85057471264366
2014-05-20,675000.0,4.0,3.0,2690,1.0,2690,0,17428 7th Pl SW,Normandy Park,WA 98166,250.92936802973978
2014-05-20,479000.0,3.0,2.5,1260,3.0,1260,0,915 6th Ave N,Seattle,WA 98109,380.1587301587302
2014-05-20,520000.0,4.0,3.5,2680,2.0,2040,640,13342 30th Ave NE,Seattle,WA 98125,194.02985074626866
2014-05-20,599950.0,3.0,2.5,2660,2.0,2660,0,4810 S Raymond St,Seattle,WA 98118,225.54511278195488
2014-05-20,483945.0,2.0,1.75,1480,1.0,840,640,4844 47th Ave SW,Seattle,WA 98116,326.98986486486484
2014-05-20,390000.0,4.0,2.25,1770,1.0,1190,580,14223 SE 179th Pl,Renton,WA 98058,220.33898305084745
2014-05-20,192500.0,2.0,1.0,950,1.0,950,0,12516 Military Rd S,Seattle,WA 98168,202.6315789473684
2014-05-20,330000.0,2.0,1.0,860,1.0,860,0,3522 SW 107th St,Seattle,WA 98146,383.72093023255815
2014-05-20,250000.0,4.0,2.0,1960,1.0,1160,800,12206 SE 217th St,Kent,WA 98031,127.55102040816327
2014-05-20,243000.0,2.0,1.0,1770,1.5,960,810,8040 S 118th St,Seattle,WA 98178,137.28813559322035
2014-05-20,575000.0,4.0,1.75,1280,1.0,860,420,7032 7th Ave NW,Seattle,WA 98117,449.21875
2014-05-20,639000.0,4.0,2.5,2150,2.0,2150,0,13615 179th Ave NE,Redmond,WA 98052,297.2093023255814
2014-05-20,710000.0,2.0,1.0,1790,1.0,1040,750,2422 E McGraw St,Seattle,WA 98112,396.6480446927374
2014-05-20,675000.0,3.0,2.25,1990,2.0,1990,0,16822 NE 87th St,Redmond,WA 98052,339.1959798994975
2014-05-20,405000.0,5.0,2.5,2430,2.0,2430,0,16819 SE 171st Pl,Renton,WA 98058,166.66666666666666
2014-05-20,615000.0,4.0,2.75,2820,1.0,1860,960,4941-4949 125th Ave SE,Bellevue,WA 98006,218.08510638297872
2014-05-20,490000.0,3.0,1.0,1910,1.0,1010,900,9237 7th Ave NW,Seattle,WA 98117,256.5445026178011
2014-05-20,467000.0,3.0,2.25,1270,2.0,1040,230,1427 NW 62nd St,Seattle,WA 98107,367.7165354330709
2014-05-20,480000.0,4.0,2.75,2050,1.0,1180,870,2612 49th Ave SW,Seattle,WA 98116,234.14634146341464
2014-05-20,755000.0,6.0,2.0,2150,1.0,1270,880,3429 9th Ave W,Seattle,WA 98119,351.16279069767444
2014-05-20,760000.0,4.0,1.75,2450,1.0,1630,820,5028 157th Ave SE,Bellevue,WA 98006,310.2040816326531
2014-05-20,387000.0,2.0,2.25,1230,2.0,960,270,801-921 Martin Luther King Jr Way S,Seattle,WA 98144,314.6341463414634
2014-05-20,925000.0,4.0,2.25,2260,1.0,2260,0,6046 126th Ave NE,Kirkland,WA 98033,409.2920353982301
2014-05-20,415000.0,2.0,1.0,1050,1.0,1050,0,3720 S 312th Ln,Auburn,WA 98001,395.23809523809524
2014-05-20,263000.0,3.0,1.75,1570,2.0,1570,0,9226 S 239th Pl,Kent,WA 98031,167.51592356687897
2014-05-20,519900.0,4.0,2.0,1820,1.0,1820,0,2019 182nd Ave NE,Redmond,WA 98052,285.65934065934067
2014-05-20,570000.0,2.0,1.75,1540,1.0,1190,350,1715 46th Ave SW,Seattle,WA 98116,370.12987012987014
2014-05-20,450000.0,3.0,1.5,2060,1.0,2060,0,21533 NE Woodinville Duvall Rd,Woodinville,WA 98077,218.44660194174756
2014-05-20,300000.0,3.0,1.0,1090,1.0,1090,0,13424 NE 80th St,Redmond,WA 98052,275.22935779816515
2014-05-20,320000.0,3.0,1.75,1480,1.0,1480,0,2525 NE 24th St,Renton,WA 98056,216.21621621621622
2014-05-20,387500.0,4.0,1.0,1320,1.5,1320,0,1505 29th Ave,Seattle,WA 98122,293.56060606060606
2014-05-20,458000.0,1.0,2.25,2140,1.0,1470,670,14634 128th Ave NE,Woodinville,WA 98072,214.01869158878506
2014-05-20,380000.0,4.0,3.0,2800,2.0,2800,0,24729 SE 276th Pl,Maple Valley,WA 98038,135.71428571428572
2014-05-20,200000.0,3.0,1.0,1050,1.0,1050,0,602 Tacoma Ave NE,Renton,WA 98056,190.47619047619048
2014-05-20,385000.0,3.0,1.5,1490,1.0,1490,0,6428 NE 184th St,Kenmore,WA 98028,258.38926174496646
2014-05-20,396675.0,2.0,1.0,1730,2.0,1730,0,7358 28th Ave SW,Seattle,WA 98126,229.29190751445086
2014-05-20,452000.0,4.0,1.0,1210,1.5,1210,0,1106 N 80th St,Seattle,WA 98103,373.55371900826447
2014-05-20,426000.0,4.0,2.5,2800,2.0,2800,0,24957 SE 279th St,Maple Valley,WA 98038,152.14285714285714
2014-05-20,792000.0,3.0,1.5,1570,2.0,1570,0,1833 1st Ave N,Seattle,WA 98109,504.45859872611464
2014-05-20,315000.0,3.0,2.25,1400,1.0,1140,260,20515 SE 333rd Pl,Auburn,WA 98092,225.0
2014-05-20,326000.0,6.0,3.0,1880,1.0,1880,0,1178 Camas Ave NE,Renton,WA 98056,173.40425531914894
2014-05-20,268500.0,2.0,1.0,790,1.0,790,0,556 N 167th St,Shoreline,WA 98133,339.873417721519
2014-05-20,440000.0,2.0,1.75,1300,2.0,1300,0,5501 37th Ave NE,Seattle,WA 98105,338.46153846153845
2014-05-20,300000.0,3.0,1.0,2120,1.0,1060,1060,12840 163rd Ave SE,Renton,WA 98059,141.50943396226415
2014-05-20,525000.0,3.0,1.5,1540,2.0,1540,0,4017 36th Ave SW,Seattle,WA 98126,340.90909090909093
2014-05-20,978000.0,4.0,2.75,2620,1.5,1720,900,2602 Shoreland Dr S,Seattle,WA 98144,373.2824427480916
